_id,Año,Entidad,Población,Sexo,Edad,Cantidad,Totales,Porcentaje,Tasa
2752,2020,GUERRERO,Población casada o en unión libre,Mujer,15 a 17 años,11258,101226,0.111216486,
2753,2020,HIDALGO,Población casada o en unión libre,Mujer,15 a 17 años,4468,82607,0.054087426,
2754,2020,JALISCO,Población casada o en unión libre,Mujer,15 a 17 años,11045,210860,0.052380727,
2755,2020,MÉXICO,Población casada o en unión libre,Mujer,15 a 17 años,21628,438037,0.049374825,
2756,2020,MICHOACÁN,Población casada o en unión libre,Mujer,15 a 17 años,12392,121955,0.10161125,
2757,2020,MORELOS,Población casada o en unión libre,Mujer,15 a 17 años,3369,48960,0.068811275,
2758,2020,NAYARIT,Población casada o en unión libre,Mujer,15 a 17 años,2548,31147,0.081805631,
2759,2020,NUEVO LEÓN,Población casada o en unión libre,Mujer,15 a 17 años,6851,133644,0.051263057,
2760,2020,OAXACA,Población casada o en unión libre,Mujer,15 a 17 años,9470,112726,0.084009013,
2761,2020,PUEBLA,Población casada o en unión libre,Mujer,15 a 17 años,14080,181495,0.077577895,
2762,2020,QUERÉTARO,Población casada o en unión libre,Mujer,15 a 17 años,2689,57922,0.046424502,
2763,2020,QUINTANA ROO,Población casada o en unión libre,Mujer,15 a 17 años,2889,42788,0.067518931,
2764,2020,SAN LUIS POTOSÍ,Población casada o en unión libre,Mujer,15 a 17 años,4905,75963,0.06457091,
2765,2020,SINALOA,Población casada o en unión libre,Mujer,15 a 17 años,5456,76753,0.071085169,
2766,2020,SONORA,Población casada o en unión libre,Mujer,15 a 17 años,4162,74634,0.055765469,
2767,2020,TABASCO,Población casada o en unión libre,Mujer,15 a 17 años,6269,63234,0.099139703,
2768,2020,TAMAULIPAS,Población casada o en unión libre,Mujer,15 a 17 años,5136,86219,0.059569236,
2769,2020,TLAXCALA,Población casada o en unión libre,Mujer,15 a 17 años,2357,35754,0.065922694,
2770,2020,VERACRUZ,Población casada o en unión libre,Mujer,15 a 17 años,17863,205795,0.086799971,
2771,2020,YUCATÁN,Población casada o en unión libre,Mujer,15 a 17 años,4218,56942,0.074075375,
2772,2020,ZACATECAS,Población casada o en unión libre,Mujer,15 a 17 años,3684,42413,0.086860161,
2773,2020,NACIONAL,No disponen de energía eléctrica,Viviendas particulares habitadas,Viviendas particulares habitadas,268863,35156897,0.007647518,
2774,2020,AGUASCALIENTES,No disponen de energía eléctrica,Viviendas particulares habitadas,Viviendas particulares habitadas,1210,386011,0.003134626,
2775,2020,BAJA CALIFORNIA,No disponen de energía eléctrica,Viviendas particulares habitadas,Viviendas particulares habitadas,8947,1144251,0.007819089,
2776,2020,BAJA CALIFORNIA SUR,No disponen de energía eléctrica,Viviendas particulares habitadas,Viviendas particulares habitadas,2826,239358,0.011806583,
2777,2020,CAMPECHE,No disponen de energía eléctrica,Viviendas particulares habitadas,Viviendas particulares habitadas,3516,260221,0.013511592,
2778,2020,COAHUILA,No disponen de energía eléctrica,Viviendas particulares habitadas,Viviendas particulares habitadas,2396,900275,0.002661409,
2779,2020,COLIMA,No disponen de energía eléctrica,Viviendas particulares habitadas,Viviendas particulares habitadas,1121,226445,0.004950429,
2780,2020,CHIAPAS,No disponen de energía eléctrica,Viviendas particulares habitadas,Viviendas particulares habitadas,23972,1348105,0.017781998,
2781,2020,CHIHUAHUA,No disponen de energía eléctrica,Viviendas particulares habitadas,Viviendas particulares habitadas,17090,1145185,0.014923353,
2782,2020,CIUDAD DE MÉXICO,No disponen de energía eléctrica,Viviendas particulares habitadas,Viviendas particulares habitadas,1917,2752169,0.000696542,
2783,2020,DURANGO,No disponen de energía eléctrica,Viviendas particulares habitadas,Viviendas particulares habitadas,8921,493142,0.018090124,
2784,2020,GUANAJUATO,No disponen de energía eléctrica,Viviendas particulares habitadas,Viviendas particulares habitadas,7532,1584834,0.004752548,
2785,2020,GUERRERO,No disponen de energía eléctrica,Viviendas particulares habitadas,Viviendas particulares habitadas,14873,939989,0.015822526,
2786,2020,HIDALGO,No disponen de energía eléctrica,Viviendas particulares habitadas,Viviendas particulares habitadas,7630,855830,0.008915322,
2787,2020,JALISCO,No disponen de energía eléctrica,Viviendas particulares habitadas,Viviendas particulares habitadas,7728,2327794,0.003319881,
2788,2020,MÉXICO,No disponen de energía eléctrica,Viviendas particulares habitadas,Viviendas particulares habitadas,14765,4561381,0.003236958,
2789,2020,MICHOACÁN,No disponen de energía eléctrica,Viviendas particulares habitadas,Viviendas particulares habitadas,7663,1282371,0.00597565,
2790,2020,MORELOS,No disponen de energía eléctrica,Viviendas particulares habitadas,Viviendas particulares habitadas,2394,559102,0.004281866,
2791,2020,NAYARIT,No disponen de energía eléctrica,Viviendas particulares habitadas,Viviendas particulares habitadas,6147,360079,0.017071254,
2792,2020,NUEVO LEÓN,No disponen de energía eléctrica,Viviendas particulares habitadas,Viviendas particulares habitadas,2849,1654199,0.001722284,
2793,2020,OAXACA,No disponen de energía eléctrica,Viviendas particulares habitadas,Viviendas particulares habitadas,25242,1121846,0.022500414,
2794,2020,PUEBLA,No disponen de energía eléctrica,Viviendas particulares habitadas,Viviendas particulares habitadas,13075,1710331,0.007644719,
2795,2020,QUERÉTARO,No disponen de energía eléctrica,Viviendas particulares habitadas,Viviendas particulares habitadas,3686,667596,0.005521303,
2796,2020,QUINTANA ROO,No disponen de energía eléctrica,Viviendas particulares habitadas,Viviendas particulares habitadas,5335,574124,0.009292418,
2797,2020,SAN LUIS POTOSÍ,No disponen de energía eléctrica,Viviendas particulares habitadas,Viviendas particulares habitadas,11142,773425,0.014406051,
2798,2020,SINALOA,No disponen de energía eléctrica,Viviendas particulares habitadas,Viviendas particulares habitadas,4733,853421,0.005545915,
2799,2020,SONORA,No disponen de energía eléctrica,Viviendas particulares habitadas,Viviendas particulares habitadas,8484,874341,0.009703308,
2800,2020,TABASCO,No disponen de energía eléctrica,Viviendas particulares habitadas,Viviendas particulares habitadas,4474,668486,0.006692736,
2801,2020,TAMAULIPAS,No disponen de energía eléctrica,Viviendas particulares habitadas,Viviendas particulares habitadas,6780,1067197,0.006353091,
2802,2020,TLAXCALA,No disponen de energía eléctrica,Viviendas particulares habitadas,Viviendas particulares habitadas,1859,340954,0.005452348,
2803,2020,VERACRUZ,No disponen de energía eléctrica,Viviendas particulares habitadas,Viviendas particulares habitadas,32038,2385265,0.013431631,
2804,2020,YUCATÁN,No disponen de energía eléctrica,Viviendas particulares habitadas,Viviendas particulares habitadas,5961,656907,0.009074344,
2805,2020,ZACATECAS,No disponen de energía eléctrica,Viviendas particulares habitadas,Viviendas particulares habitadas,2557,442263,0.005781628,
2806,2020,NACIONAL,No disponen de agua entubada,Viviendas particulares habitadas,Viviendas particulares habitadas,1215497,35156897,0.034573501,
2807,2020,AGUASCALIENTES,No disponen de agua entubada,Viviendas particulares habitadas,Viviendas particulares habitadas,2137,386011,0.005536112,
2808,2020,BAJA CALIFORNIA,No disponen de agua entubada,Viviendas particulares habitadas,Viviendas particulares habitadas,23823,1144251,0.020819733,
2809,2020,BAJA CALIFORNIA SUR,No disponen de agua entubada,Viviendas particulares habitadas,Viviendas particulares habitadas,11973,239358,0.050021307,
2810,2020,CAMPECHE,No disponen de agua entubada,Viviendas particulares habitadas,Viviendas particulares habitadas,10343,260221,0.039746984,
2811,2020,COAHUILA,No disponen de agua entubada,Viviendas particulares habitadas,Viviendas particulares habitadas,8789,900275,0.009762573,
2812,2020,COLIMA,No disponen de agua entubada,Viviendas particulares habitadas,Viviendas particulares habitadas,1634,226445,0.00721588,
2813,2020,CHIAPAS,No disponen de agua entubada,Viviendas particulares habitadas,Viviendas particulares habitadas,133616,1348105,0.099113941,
2814,2020,CHIHUAHUA,No disponen de agua entubada,Viviendas particulares habitadas,Viviendas particulares habitadas,17437,1145185,0.015226361,
2815,2020,CIUDAD DE MÉXICO,No disponen de agua entubada,Viviendas particulares habitadas,Viviendas particulares habitadas,29004,2752169,0.010538597,
2816,2020,DURANGO,No disponen de agua entubada,Viviendas particulares habitadas,Viviendas particulares habitadas,9676,493142,0.019621123,
2817,2020,GUANAJUATO,No disponen de agua entubada,Viviendas particulares habitadas,Viviendas particulares habitadas,42957,1584834,0.027105047,
2818,2020,GUERRERO,No disponen de agua entubada,Viviendas particulares habitadas,Viviendas particulares habitadas,103991,939989,0.110630018,
2819,2020,HIDALGO,No disponen de agua entubada,Viviendas particulares habitadas,Viviendas particulares habitadas,33315,855830,0.038927123,
2820,2020,JALISCO,No disponen de agua entubada,Viviendas particulares habitadas,Viviendas particulares habitadas,16375,2327794,0.007034557,
2821,2020,MÉXICO,No disponen de agua entubada,Viviendas particulares habitadas,Viviendas particulares habitadas,118409,4561381,0.025959024,
2822,2020,MICHOACÁN,No disponen de agua entubada,Viviendas particulares habitadas,Viviendas particulares habitadas,34767,1282371,0.027111499,
2823,2020,MORELOS,No disponen de agua entubada,Viviendas particulares habitadas,Viviendas particulares habitadas,22616,559102,0.04045058,
2824,2020,NAYARIT,No disponen de agua entubada,Viviendas particulares habitadas,Viviendas particulares habitadas,9339,360079,0.025935975,
2825,2020,NUEVO LEÓN,No disponen de agua entubada,Viviendas particulares habitadas,Viviendas particulares habitadas,12098,1654199,0.007313509,
2826,2020,OAXACA,No disponen de agua entubada,Viviendas particulares habitadas,Viviendas particulares habitadas,110050,1121846,0.098097243,
2827,2020,PUEBLA,No disponen de agua entubada,Viviendas particulares habitadas,Viviendas particulares habitadas,76093,1710331,0.044490219,
2828,2020,QUERÉTARO,No disponen de agua entubada,Viviendas particulares habitadas,Viviendas particulares habitadas,13717,667596,0.020546858,
2829,2020,QUINTANA ROO,No disponen de agua entubada,Viviendas particulares habitadas,Viviendas particulares habitadas,9234,574124,0.016083634,
2830,2020,SAN LUIS POTOSÍ,No disponen de agua entubada,Viviendas particulares habitadas,Viviendas particulares habitadas,57307,773425,0.074095096,
2831,2020,SINALOA,No disponen de agua entubada,Viviendas particulares habitadas,Viviendas particulares habitadas,12998,853421,0.015230467,
2832,2020,SONORA,No disponen de agua entubada,Viviendas particulares habitadas,Viviendas particulares habitadas,12370,874341,0.014147798,
2833,2020,TABASCO,No disponen de agua entubada,Viviendas particulares habitadas,Viviendas particulares habitadas,41215,668486,0.061654246,
2834,2020,TAMAULIPAS,No disponen de agua entubada,Viviendas particulares habitadas,Viviendas particulares habitadas,18631,1067197,0.017457883,
2835,2020,TLAXCALA,No disponen de agua entubada,Viviendas particulares habitadas,Viviendas particulares habitadas,3332,340954,0.009772579,
2836,2020,VERACRUZ,No disponen de agua entubada,Viviendas particulares habitadas,Viviendas particulares habitadas,202241,2385265,0.084787644,
2837,2020,YUCATÁN,No disponen de agua entubada,Viviendas particulares habitadas,Viviendas particulares habitadas,7800,656907,0.011873827,
2838,2020,ZACATECAS,No disponen de agua entubada,Viviendas particulares habitadas,Viviendas particulares habitadas,8210,442263,0.018563615,
2839,2020,NACIONAL,No disponen de drenaje,Viviendas particulares habitadas,Viviendas particulares habitadas,1498766,35156897,0.042630782,
2840,2020,AGUASCALIENTES,No disponen de drenaje,Viviendas particulares habitadas,Viviendas particulares habitadas,2379,386011,0.006163037,
2841,2020,BAJA CALIFORNIA,No disponen de drenaje,Viviendas particulares habitadas,Viviendas particulares habitadas,39745,1144251,0.034734512,
2842,2020,BAJA CALIFORNIA SUR,No disponen de drenaje,Viviendas particulares habitadas,Viviendas particulares habitadas,6170,239358,0.025777288,
2843,2020,CAMPECHE,No disponen de drenaje,Viviendas particulares habitadas,Viviendas particulares habitadas,13279,260221,0.051029702,
2844,2020,COAHUILA,No disponen de drenaje,Viviendas particulares habitadas,Viviendas particulares habitadas,11235,900275,0.01247952,
2845,2020,COLIMA,No disponen de drenaje,Viviendas particulares habitadas,Viviendas particulares habitadas,1039,226445,0.004588311,
2846,2020,CHIAPAS,No disponen de drenaje,Viviendas particulares habitadas,Viviendas particulares habitadas,114526,1348105,0.084953323,
2847,2020,CHIHUAHUA,No disponen de drenaje,Viviendas particulares habitadas,Viviendas particulares habitadas,37136,1145185,0.032427948,
2848,2020,CIUDAD DE MÉXICO,No disponen de drenaje,Viviendas particulares habitadas,Viviendas particulares habitadas,4207,2752169,0.001528613,
2849,2020,DURANGO,No disponen de drenaje,Viviendas particulares habitadas,Viviendas particulares habitadas,24896,493142,0.050484445,
2850,2020,GUANAJUATO,No disponen de drenaje,Viviendas particulares habitadas,Viviendas particulares habitadas,48923,1584834,0.030869479,
2851,2020,GUERRERO,No disponen de drenaje,Viviendas particulares habitadas,Viviendas particulares habitadas,111043,939989,0.118132233,
2852,2020,HIDALGO,No disponen de drenaje,Viviendas particulares habitadas,Viviendas particulares habitadas,42803,855830,0.050013437,
2853,2020,JALISCO,No disponen de drenaje,Viviendas particulares habitadas,Viviendas particulares habitadas,17165,2327794,0.007373934,
2854,2020,MÉXICO,No disponen de drenaje,Viviendas particulares habitadas,Viviendas particulares habitadas,112246,4561381,0.024607898,
2855,2020,MICHOACÁN,No disponen de drenaje,Viviendas particulares habitadas,Viviendas particulares habitadas,53793,1282371,0.041948079,
2856,2020,MORELOS,No disponen de drenaje,Viviendas particulares habitadas,Viviendas particulares habitadas,10094,559102,0.018053951,
2857,2020,NAYARIT,No disponen de drenaje,Viviendas particulares habitadas,Viviendas particulares habitadas,13432,360079,0.037302925,
2858,2020,NUEVO LEÓN,No disponen de drenaje,Viviendas particulares habitadas,Viviendas particulares habitadas,14630,1654199,0.00884416,
2859,2020,OAXACA,No disponen de drenaje,Viviendas particulares habitadas,Viviendas particulares habitadas,217520,1121846,0.193894706,
2860,2020,PUEBLA,No disponen de drenaje,Viviendas particulares habitadas,Viviendas particulares habitadas,82485,1710331,0.048227507,
2861,2020,QUERÉTARO,No disponen de drenaje,Viviendas particulares habitadas,Viviendas particulares habitadas,17011,667596,0.02548098,
2862,2020,QUINTANA ROO,No disponen de drenaje,Viviendas particulares habitadas,Viviendas particulares habitadas,10860,574124,0.018915774,
2863,2020,SAN LUIS POTOSÍ,No disponen de drenaje,Viviendas particulares habitadas,Viviendas particulares habitadas,70188,773425,0.090749588,
2864,2020,SINALOA,No disponen de drenaje,Viviendas particulares habitadas,Viviendas particulares habitadas,25556,853421,0.029945361,
2865,2020,SONORA,No disponen de drenaje,Viviendas particulares habitadas,Viviendas particulares habitadas,40872,874341,0.046746064,
2866,2020,TABASCO,No disponen de drenaje,Viviendas particulares habitadas,Viviendas particulares habitadas,16173,668486,0.024193476,
2867,2020,TAMAULIPAS,No disponen de drenaje,Viviendas particulares habitadas,Viviendas particulares habitadas,54247,1067197,0.05083129,
2868,2020,TLAXCALA,No disponen de drenaje,Viviendas particulares habitadas,Viviendas particulares habitadas,6476,340954,0.018993765,
2869,2020,VERACRUZ,No disponen de drenaje,Viviendas particulares habitadas,Viviendas particulares habitadas,212657,2385265,0.089154455,
2870,2020,YUCATÁN,No disponen de drenaje,Viviendas particulares habitadas,Viviendas particulares habitadas,50040,656907,0.076175166,
2871,2020,ZACATECAS,No disponen de drenaje,Viviendas particulares habitadas,Viviendas particulares habitadas,15940,442263,0.036041903,
2872,2020,NACIONAL,No disponen de Internet,Viviendas particulares habitadas,Viviendas particulares habitadas,16759617,35156897,0.476709222,
2873,2020,AGUASCALIENTES,No disponen de Internet,Viviendas particulares habitadas,Viviendas particulares habitadas,149536,386011,0.387387924,
2874,2020,BAJA CALIFORNIA,No disponen de Internet,Viviendas particulares habitadas,Viviendas particulares habitadas,340961,1144251,0.297977454,
2875,2020,BAJA CALIFORNIA SUR,No disponen de Internet,Viviendas particulares habitadas,Viviendas particulares habitadas,89322,239358,0.373173238,
2876,2020,CAMPECHE,No disponen de Internet,Viviendas particulares habitadas,Viviendas particulares habitadas,144908,260221,0.556865126,
2877,2020,COAHUILA,No disponen de Internet,Viviendas particulares habitadas,Viviendas particulares habitadas,378514,900275,0.420442643,
2878,2020,COLIMA,No disponen de Internet,Viviendas particulares habitadas,Viviendas particulares habitadas,93313,226445,0.412077988,
2879,2020,CHIAPAS,No disponen de Internet,Viviendas particulares habitadas,Viviendas particulares habitadas,1049093,1348105,0.778198286,
2880,2020,CHIHUAHUA,No disponen de Internet,Viviendas particulares habitadas,Viviendas particulares habitadas,491868,1145185,0.429509643,
2881,2020,CIUDAD DE MÉXICO,No disponen de Internet,Viviendas particulares habitadas,Viviendas particulares habitadas,664131,2752169,0.241311853,
2882,2020,DURANGO,No disponen de Internet,Viviendas particulares habitadas,Viviendas particulares habitadas,276918,493142,0.561538056,
2883,2020,GUANAJUATO,No disponen de Internet,Viviendas particulares habitadas,Viviendas particulares habitadas,816514,1584834,0.515204747,
2884,2020,GUERRERO,No disponen de Internet,Viviendas particulares habitadas,Viviendas particulares habitadas,637474,939989,0.678171766,
2885,2020,HIDALGO,No disponen de Internet,Viviendas particulares habitadas,Viviendas particulares habitadas,522412,855830,0.61041562,
2886,2020,JALISCO,No disponen de Internet,Viviendas particulares habitadas,Viviendas particulares habitadas,875027,2327794,0.375903967,
2887,2020,MÉXICO,No disponen de Internet,Viviendas particulares habitadas,Viviendas particulares habitadas,1994609,4561381,0.437281823,
2888,2020,MICHOACÁN,No disponen de Internet,Viviendas particulares habitadas,Viviendas particulares habitadas,719186,1282371,0.560825221,
2889,2020,MORELOS,No disponen de Internet,Viviendas particulares habitadas,Viviendas particulares habitadas,250913,559102,0.448778577,
2890,2020,NAYARIT,No disponen de Internet,Viviendas particulares habitadas,Viviendas particulares habitadas,190320,360079,0.528550679,
2891,2020,NUEVO LEÓN,No disponen de Internet,Viviendas particulares habitadas,Viviendas particulares habitadas,497059,1654199,0.300483195,
2892,2020,OAXACA,No disponen de Internet,Viviendas particulares habitadas,Viviendas particulares habitadas,789029,1121846,0.703330938,
2893,2020,PUEBLA,No disponen de Internet,Viviendas particulares habitadas,Viviendas particulares habitadas,1016947,1710331,0.594590755,
2894,2020,QUERÉTARO,No disponen de Internet,Viviendas particulares habitadas,Viviendas particulares habitadas,235468,667596,0.352710322,
2895,2020,QUINTANA ROO,No disponen de Internet,Viviendas particulares habitadas,Viviendas particulares habitadas,247955,574124,0.431884053,
2896,2020,SAN LUIS POTOSÍ,No disponen de Internet,Viviendas particulares habitadas,Viviendas particulares habitadas,428102,773425,0.553514562,
2897,2020,SINALOA,No disponen de Internet,Viviendas particulares habitadas,Viviendas particulares habitadas,411497,853421,0.482173511,
2898,2020,SONORA,No disponen de Internet,Viviendas particulares habitadas,Viviendas particulares habitadas,342652,874341,0.39189744,
2899,2020,TABASCO,No disponen de Internet,Viviendas particulares habitadas,Viviendas particulares habitadas,439565,668486,0.657553038,
2900,2020,TAMAULIPAS,No disponen de Internet,Viviendas particulares habitadas,Viviendas particulares habitadas,484974,1067197,0.454437185,
2901,2020,TLAXCALA,No disponen de Internet,Viviendas particulares habitadas,Viviendas particulares habitadas,203867,340954,0.597931099,
2902,2020,VERACRUZ,No disponen de Internet,Viviendas particulares habitadas,Viviendas particulares habitadas,1424232,2385265,0.59709592,
2903,2020,YUCATÁN,No disponen de Internet,Viviendas particulares habitadas,Viviendas particulares habitadas,316521,656907,0.481835328,
2904,2020,ZACATECAS,No disponen de Internet,Viviendas particulares habitadas,Viviendas particulares habitadas,236730,442263,0.535269738,
2905,2020,NACIONAL,No disponen de computadora,Viviendas particulares habitadas,Viviendas particulares habitadas,21861980,35156897,0.621840431,
2906,2020,AGUASCALIENTES,No disponen de computadora,Viviendas particulares habitadas,Viviendas particulares habitadas,208384,386011,0.539839538,
2907,2020,BAJA CALIFORNIA,No disponen de computadora,Viviendas particulares habitadas,Viviendas particulares habitadas,564688,1144251,0.493500115,
2908,2020,BAJA CALIFORNIA SUR,No disponen de computadora,Viviendas particulares habitadas,Viviendas particulares habitadas,129106,239358,0.53938452,
2909,2020,CAMPECHE,No disponen de computadora,Viviendas particulares habitadas,Viviendas particulares habitadas,171156,260221,0.657733234,
2910,2020,COAHUILA,No disponen de computadora,Viviendas particulares habitadas,Viviendas particulares habitadas,530109,900275,0.58883008,
2911,2020,COLIMA,No disponen de computadora,Viviendas particulares habitadas,Viviendas particulares habitadas,135507,226445,0.59841021,
2912,2020,CHIAPAS,No disponen de computadora,Viviendas particulares habitadas,Viviendas particulares habitadas,1128305,1348105,0.83695632,
2913,2020,CHIHUAHUA,No disponen de computadora,Viviendas particulares habitadas,Viviendas particulares habitadas,653665,1145185,0.570794238,
2914,2020,CIUDAD DE MÉXICO,No disponen de computadora,Viviendas particulares habitadas,Viviendas particulares habitadas,1098867,2752169,0.399273082,
2915,2020,DURANGO,No disponen de computadora,Viviendas particulares habitadas,Viviendas particulares habitadas,322263,493142,0.653489259,
2916,2020,GUANAJUATO,No disponen de computadora,Viviendas particulares habitadas,Viviendas particulares habitadas,1030880,1584834,0.650465601,
2917,2020,GUERRERO,No disponen de computadora,Viviendas particulares habitadas,Viviendas particulares habitadas,744311,939989,0.791829479,
2918,2020,HIDALGO,No disponen de computadora,Viviendas particulares habitadas,Viviendas particulares habitadas,593644,855830,0.693647103,
2919,2020,JALISCO,No disponen de computadora,Viviendas particulares habitadas,Viviendas particulares habitadas,1277469,2327794,0.548789541,
2920,2020,MÉXICO,No disponen de computadora,Viviendas particulares habitadas,Viviendas particulares habitadas,2704479,4561381,0.592907937,
2921,2020,MICHOACÁN,No disponen de computadora,Viviendas particulares habitadas,Viviendas particulares habitadas,906741,1282371,0.707081648,
2922,2020,MORELOS,No disponen de computadora,Viviendas particulares habitadas,Viviendas particulares habitadas,353884,559102,0.632950696,
2923,2020,NAYARIT,No disponen de computadora,Viviendas particulares habitadas,Viviendas particulares habitadas,233893,360079,0.649560235,
2924,2020,NUEVO LEÓN,No disponen de computadora,Viviendas particulares habitadas,Viviendas particulares habitadas,856496,1654199,0.517770837,
2925,2020,OAXACA,No disponen de computadora,Viviendas particulares habitadas,Viviendas particulares habitadas,889896,1121846,0.793242566,
2926,2020,PUEBLA,No disponen de computadora,Viviendas particulares habitadas,Viviendas particulares habitadas,1202686,1710331,0.703189032,
2927,2020,QUERÉTARO,No disponen de computadora,Viviendas particulares habitadas,Viviendas particulares habitadas,345269,667596,0.517182548,
2928,2020,QUINTANA ROO,No disponen de computadora,Viviendas particulares habitadas,Viviendas particulares habitadas,353291,574124,0.615356613,
2929,2020,SAN LUIS POTOSÍ,No disponen de computadora,Viviendas particulares habitadas,Viviendas particulares habitadas,509334,773425,0.658543492,
2930,2020,SINALOA,No disponen de computadora,Viviendas particulares habitadas,Viviendas particulares habitadas,525890,853421,0.616214037,
2931,2020,SONORA,No disponen de computadora,Viviendas particulares habitadas,Viviendas particulares habitadas,492212,874341,0.562951983,
2932,2020,TABASCO,No disponen de computadora,Viviendas particulares habitadas,Viviendas particulares habitadas,498645,668486,0.745931852,
2933,2020,TAMAULIPAS,No disponen de computadora,Viviendas particulares habitadas,Viviendas particulares habitadas,684238,1067197,0.641154351,
2934,2020,TLAXCALA,No disponen de computadora,Viviendas particulares habitadas,Viviendas particulares habitadas,239210,340954,0.701590244,
2935,2020,VERACRUZ,No disponen de computadora,Viviendas particulares habitadas,Viviendas particulares habitadas,1765959,2385265,0.740361763,
2936,2020,YUCATÁN,No disponen de computadora,Viviendas particulares habitadas,Viviendas particulares habitadas,409212,656907,0.622937493,
2937,2020,ZACATECAS,No disponen de computadora,Viviendas particulares habitadas,Viviendas particulares habitadas,302291,442263,0.683509586,
2938,2020,NACIONAL,No disponen de televisor,Viviendas particulares habitadas,Viviendas particulares habitadas,3037597,35156897,0.086401169,
2939,2020,AGUASCALIENTES,No disponen de televisor,Viviendas particulares habitadas,Viviendas particulares habitadas,15135,386011,0.039208727,
2940,2020,BAJA CALIFORNIA,No disponen de televisor,Viviendas particulares habitadas,Viviendas particulares habitadas,69860,1144251,0.061053038,
2941,2020,BAJA CALIFORNIA SUR,No disponen de televisor,Viviendas particulares habitadas,Viviendas particulares habitadas,23755,239358,0.099244646,
2942,2020,CAMPECHE,No disponen de televisor,Viviendas particulares habitadas,Viviendas particulares habitadas,32793,260221,0.126019806,
2943,2020,COAHUILA,No disponen de televisor,Viviendas particulares habitadas,Viviendas particulares habitadas,34643,900275,0.038480464,
2944,2020,COLIMA,No disponen de televisor,Viviendas particulares habitadas,Viviendas particulares habitadas,18881,226445,0.08338007,
2945,2020,CHIAPAS,No disponen de televisor,Viviendas particulares habitadas,Viviendas particulares habitadas,304608,1348105,0.225952726,
2946,2020,CHIHUAHUA,No disponen de televisor,Viviendas particulares habitadas,Viviendas particulares habitadas,73946,1145185,0.064571226,
2947,2020,CIUDAD DE MÉXICO,No disponen de televisor,Viviendas particulares habitadas,Viviendas particulares habitadas,100501,2752169,0.036517016,
2948,2020,DURANGO,No disponen de televisor,Viviendas particulares habitadas,Viviendas particulares habitadas,34371,493142,0.069697977,
2949,2020,GUANAJUATO,No disponen de televisor,Viviendas particulares habitadas,Viviendas particulares habitadas,83619,1584834,0.052761993,
2950,2020,GUERRERO,No disponen de televisor,Viviendas particulares habitadas,Viviendas particulares habitadas,175921,939989,0.18715219,
2951,2020,HIDALGO,No disponen de televisor,Viviendas particulares habitadas,Viviendas particulares habitadas,95322,855830,0.111379596,
2952,2020,JALISCO,No disponen de televisor,Viviendas particulares habitadas,Viviendas particulares habitadas,110708,2327794,0.047559191,
2953,2020,MÉXICO,No disponen de televisor,Viviendas particulares habitadas,Viviendas particulares habitadas,248309,4561381,0.054437242,
2954,2020,MICHOACÁN,No disponen de televisor,Viviendas particulares habitadas,Viviendas particulares habitadas,101798,1282371,0.079382644,
2955,2020,MORELOS,No disponen de televisor,Viviendas particulares habitadas,Viviendas particulares habitadas,48923,559102,0.087502817,
2956,2020,NAYARIT,No disponen de televisor,Viviendas particulares habitadas,Viviendas particulares habitadas,35344,360079,0.098156238,
2957,2020,NUEVO LEÓN,No disponen de televisor,Viviendas particulares habitadas,Viviendas particulares habitadas,69796,1654199,0.042193231,
2958,2020,OAXACA,No disponen de televisor,Viviendas particulares habitadas,Viviendas particulares habitadas,295902,1121846,0.263763476,
2959,2020,PUEBLA,No disponen de televisor,Viviendas particulares habitadas,Viviendas particulares habitadas,191717,1710331,0.112093507,
2960,2020,QUERÉTARO,No disponen de televisor,Viviendas particulares habitadas,Viviendas particulares habitadas,42587,667596,0.063791575,
2961,2020,QUINTANA ROO,No disponen de televisor,Viviendas particulares habitadas,Viviendas particulares habitadas,72027,574124,0.125455477,
2962,2020,SAN LUIS POTOSÍ,No disponen de televisor,Viviendas particulares habitadas,Viviendas particulares habitadas,77651,773425,0.100398875,
2963,2020,SINALOA,No disponen de televisor,Viviendas particulares habitadas,Viviendas particulares habitadas,57173,853421,0.066992727,
2964,2020,SONORA,No disponen de televisor,Viviendas particulares habitadas,Viviendas particulares habitadas,59443,874341,0.06798606,
2965,2020,TABASCO,No disponen de televisor,Viviendas particulares habitadas,Viviendas particulares habitadas,82425,668486,0.123301012,
2966,2020,TAMAULIPAS,No disponen de televisor,Viviendas particulares habitadas,Viviendas particulares habitadas,69393,1067197,0.065023609,
2967,2020,TLAXCALA,No disponen de televisor,Viviendas particulares habitadas,Viviendas particulares habitadas,23676,340954,0.069440452,
2968,2020,VERACRUZ,No disponen de televisor,Viviendas particulares habitadas,Viviendas particulares habitadas,305455,2385265,0.128059146,
2969,2020,YUCATÁN,No disponen de televisor,Viviendas particulares habitadas,Viviendas particulares habitadas,56417,656907,0.085882781,
2970,2020,ZACATECAS,No disponen de televisor,Viviendas particulares habitadas,Viviendas particulares habitadas,25498,442263,0.057653478,
2971,2020,NACIONAL,Población que nació fuera de la entidad,Total,0 a 17 años,3705531,38247958,0.0968818,
2972,2020,AGUASCALIENTES,Población que nació fuera de la entidad,Total,0 a 17 años,35171,463335,0.07590836,
2973,2020,BAJA CALIFORNIA,Población que nació fuera de la entidad,Total,0 a 17 años,214732,1061893,0.202216231,
